,user-id,text,audioFileName,audioLength
167,2116,इसकी दीवार तहसील की दीवार से सटी हुई है,27544_2.wav,5.18
168,2116,यूनानी लेखक ने इन्हें अभिलोचेट्‍स कहा है,27543_2.wav,6.8439999999999985
169,2116,सेन्टपाल के जीवन की सबसे महत्त्वपूर्ण घटना थी उनका धर्मान्तरण,27542_2.wav,6.204
170,2116,नागरिक को सक्रिय व निष्क्रिय नागरिकों में विभाजित किया गया,27541_2.wav,5.948
171,2116,..पू. के आसपास के क्यूनिफार्म शिलालेखों में वर्णित है,27540_2.wav,6.716
172,2116,अधिकांश कज़ाख नागरिक शहरी क्षेत्रों में रहते हैं,25800_2.wav,6.204
173,2116,वर्तमान में यह चण्डीगढ़ संसदीय क्षेत्र से सांसद है,25798_2.wav,5.18
174,2116,"प्रमुख शहर हैदराबाद, वारंगल, खम्मम, करीमनगर और निजामाबाद शामिल हैं",25797_2.wav,7.8679999999999986
175,2116,ब्रिटिश इंडिया स्टीम नेविगेशन कम्पनी ने एकाधिकार व्यापार किया,25796_2.wav,6.204
176,2116,इसी को हिन्दी में उदात्त की संज्ञा दी गई,25795_2.wav,5.18
177,2116,इसलिए सन में औरंगज़ेब स्वयं सेना लेकर दक्षिण गया,25794_2.wav,5.308
178,2116,इस पुरुष की लम्बाई हाथ लिखी हुई है,25329_2.wav,5.436
179,2116,"उस टीका की पांडुलिपि , लंदन की लाइब्रेरी में है",25328_2.wav,5.18
180,2116,इनकी जमींदारी इस सारे इलाके में फैली हुई थी,25327_1.wav,4.924
181,2116,यह कोटायक मर्ज़ में आता है,25326_1.wav,3.644
182,2116,यह सिख साम्राज्य का भी ध्वज था,25325_1.wav,2.748
184,2116,वो मुस्कान और विशाल से माफी मांगता है,25323_1.wav,4.284
185,2116,यहाँ की चट्टानों में विभिन्न रंग के शैवाल उगते हैं,25322_1.wav,4.924
186,2116,मदार एक औषधीय पादप है,25321_1.wav,4.668
187,2116,वह लाल सिंह के पुत्र थे,25320_1.wav,3.516
188,2116,यह चीनी चंद्र देवी चांग ई के नाम पर है,25319_2.wav,6.332000000000002
189,2116,यूरोप में योग फैलाने में वे सबसे आगे थे,25318_1.wav,5.436
190,2116,पोटासियम सल्फाइड एक अकार्बनिक यौगिक है,25317_1.wav,5.18
192,2116,इससे पहले परिवहन का ज़्यादातर बोझ सड़क पर था,25314_2.wav,4.412
194,2116,यह पवित्र मंदिर भगवान मुरूगन को समर्पित है,25312_2.wav,5.436
195,2116,उनकी आखों में नींद की खुमारी साफ झलक रही थी,25150_2.wav,4.924
196,2116,इन चयापचयी मार्गों की सीमित क्षमता ही होती है,25147_2.wav,5.564
197,2116,ये महाराष्ट्र से हैं,25145_1.wav,3.132
198,2116,इसके उपचार मुख्यतः भागों में होते हैं,25144_1.wav,5.052
199,2116,यह भगवान के जननायक होने का संदेश देता है,25143_1.wav,4.796
200,2116,वे उनकी एकमात्र संतान थीं,25142_1.wav,4.0280000000000005
201,2116,यहाँ एक शिल्पकला बाग़ है,25141_2.wav,3.644
202,2116,में उन्होंने बौद्ध धर्म अपना लिया,25140_2.wav,3.644
203,2116,सदमा में बनी हिन्दी भाषा की फ़िल्म है,25139_1.wav,3.772
204,2116,"का शाब्दिक अर्थ है,",25138_2.wav,2.364
205,2116,आकार में आयताकार यह मस्जिद पूरब की ओर मुखातिब है,25136_1.wav,6.587999999999999
206,2116,वह लोक सभा के भी सदस्य रह चुके हैं,25135_2.wav,4.412
208,2116,फ़ोटोग्राफ़ी के माध्यम से खोजा गया यह पहला उपग्रह था,25133_2.wav,5.564
209,2116,दुर्घटना सितंबर की सुबह हुई थी,25132_1.wav,4.1560000000000015
210,2116,फिल्म को अधिकतर लंदन में फिल्माया गया है,25131_1.wav,4.0280000000000005
211,2116,रानी ने हंसी ठिठोली से उन्हें जगाना चाहा,25130_1.wav,5.564
212,2116,ऑल्टरनेटिव फ्यूल पर भी एक खास मण्डप होगा,25128_1.wav,5.052
213,2116,आपात की घड़ी ही हो सकती है,25127_1.wav,3.644
214,2116,तटों पर रेत समुद्र के अन्दर पहुँच गए है,25126_1.wav,5.948
215,2116,में उसने रबिया दुर्रानी से शादी की,25125_1.wav,5.564
217,2116,ये शेर एक दूसरे से स्वतंत्र होते हैं,25123_1.wav,4.668
218,2116,तेलंगाना में काकतीय वंश के राजा राज्य करते थे,25122_1.wav,5.564
219,2116,बंगाल का विद्रोह प्रमुख हैं,25120_1.wav,3.388
220,2116,वहां से टैक्सी करके गुरुद्वारे पहुंचा जा सकता है,25003_2.wav,4.54
221,2116,इनका आकार एक प्लेट की तरह होता हैं,25002_2.wav,3.772
222,2116,ऐतिहासिक दृष्टि से भी इस किले का महत्व अधिक है,25001_2.wav,5.564
224,2116,शब्द का अर्थ है,24790_2.wav,3.644
226,2116,न्यूजीलैंड में मैच खेले जिनमें टेस्ट मैच भी थे,24788_2.wav,5.052
227,2116,यह स्टाप नारायणा को जाने के लिए हैं,24787_2.wav,5.052
228,2116,"इस झील का दूसरा नामहै, यानि",24786_2.wav,3.9
229,2116,स्वाद के लिये नमक या मिश्री डालकर पी सकते है,24785_2.wav,4.796
230,2116,उपन्यास प्रबन्ध ग्रन्थ विविध सम्पादित ग्रन्थावली,24784_2.wav,5.18
231,2116,कई शुरुआती क्रिश्चियन शहीदों के नाम वैलेंटाइन थे,24783_2.wav,6.46
232,2116,इसी वायु की सहायता से खाया पिया अन्‍दर जाता है,24782_2.wav,4.796
233,2116,पूर्व में जलोढ़ मिट्टी होने से भूमि उपजाऊ है,24781_2.wav,4.54
234,2116,उनकी माता पुतलीबाई परनामी वैश्य समुदाय की थीं,24780_2.wav,5.308
235,2116,नोट संदर्भ ग्रंथ सूची,24779_2.wav,2.62
237,2116,यह एक धार्मिक चैनल है,24776_2.wav,2.748
239,2116,मानव संसाधन विकास मंत्रालय ने इसे समविश्वविद्यालय का दर्जा दिया,24774_2.wav,6.46
242,2116,यह गुरुद्वारा इसी सरोवर के बीचोबीच स्थित है,24771_2.wav,4.796
243,2116,इस समय औरंगजेब को मैं घेरे हुए हूं,24770_2.wav,4.1560000000000015
245,2116,ज़्यादातर आबादी मुख्य भूमि पर ही रहते हैं,24768_2.wav,5.052
247,2116,"यहाँ विश्वविद्यालय, प्राविधिक संस्थान तथा अन्य विद्यालय हैं",23977_2.wav,6.204
250,2116,राणा का उसके लिए संदेश था,23974_1.wav,4.284
251,2116,कल्कि निष्कलंक अवतार हैं,23973_2.wav,4.1560000000000015
252,2116,यह सेंट स्टीफन चैपल के साथ सटा हुआ था,23971_1.wav,5.052
253,2116,निवेदिता एक बच्चे को जन्म देती है,23970_2.wav,4.412
255,2116,इस तोप में गोलाकार गोले के बदले लंबोतरप्रयुक्त होते थे,23968_2.wav,6.587999999999999
256,2116,बदले में अंग्रेजों ने जूलू के खिलाफ युद्ध छेड़ दिया,23967_2.wav,6.716
258,2116,अलख ही विष्णु है जिससे निराकार की उत्पत्ति हुई,23965_2.wav,5.436
363,2157,यह हमसे लगभग . करोड़ प्रकाश वर्ष दूर है,27524_2.wav,9.148
392,2239,उनकी प्रारंभिक शिक्षा पुणे में ही हुई,27477_1.wav,4.54
393,2239,यह टेस्ट इतिहास में पांचवे बार था,27476_1.wav,4.796
395,2239,इस कारागार का कुल क्षेत्रफल एकड़ है,27474_1.wav,5.18
398,2239,इसे अंग्रेजी में डाइसैकेराइड कहते हैं,27471_1.wav,4.924
400,2239,महशिवरात्री के अवसर पर वहाँ मेला लगता है,27469_1.wav,5.18
403,2239,काबुल्ल अन्तर्राष्ट्रीय विमानक्षेत्र इसका प्रधान केन्द्र है,27466_1.wav,6.716
404,2239,यह रंग शंख के रंग का होता है,27465_1.wav,4.54
405,2239,जैन साहित्य बहुत विशाल है,27464_1.wav,4.284
408,2239,इसकी उड़ान पट्टी की लंबाई फी. है,27461_1.wav,4.668
409,2239,मैथुन मनुष्य की मूल आवश्यकता है,27460_1.wav,4.412
410,2239,अमोघवर्ष राष्ट्रकूट वंश के राजा थे,27458_1.wav,5.18
411,2239,टकलामकान मरुस्थल मध्य एशिया में स्थित एक रेगिस्तान है,27457_1.wav,6.332000000000002
412,2239,मनु ने प्रसूति को दक्ष के हाथ में सौंप दिया,27456_1.wav,5.82
413,2239,अवधूत सिंह ने अवध में प्रतापगढ़ जाकर शरण ली थी,27454_1.wav,6.0760000000000005
414,2239,ऑक्सीजन बहुत से यौगिकों से भी क्रिया करता है,27453_1.wav,5.308
415,2239,इनका जन्म एक कायस्थ परिवार में हुआ था,27452_2.wav,5.052
416,2239,इसका काम वेतन निर्धारित करना तथा मिलावट रोकना भी था,27451_2.wav,6.332000000000002
417,2239,यहाँ की कुल जनसंख्या लोग हैं,27450_2.wav,4.284
419,2239,दिसम्बर को उनका निधन हो गया,26632_2.wav,4.284
421,2239,उस रंगका होता है,26630_1.wav,3.516
422,2239,इव्ने सीना की अन्य रचनाएँ भी हैं,26629_1.wav,4.54
423,2239,यह मिश्रधातु हल्की होती है,26628_1.wav,3.644
424,2239,जातक खुद्दक निकाय का दसवाँ प्रसिद्ध ग्रन्थ है,26627_1.wav,5.052
425,2239,इसे जुलाई को अमृतसर में शुरू किया गया था,26626_1.wav,5.18
426,2239,अदालत ने इन आरोपों को सही ठहराया,26625_1.wav,4.412
427,2239,इनके भी भेद बताए गये हैं,26624_1.wav,4.284
428,2239,प्रांत में एक प्रकार की अराजकता मची हुई थी,26623_1.wav,5.308
429,2239,इबोला वायरस एक विषाणु है,26622_1.wav,4.0280000000000005
430,2239,राजा ने बहन को बहुत सा धन भेट स्वरूप दिया,26621_1.wav,5.18
431,2239,वे एक ब्रिटिश सैन्‍य अधिकारी की बेटी थीं,26620_1.wav,5.18
432,2239,इस प्रकार टर्न ओवर कारोबार के विस्थापन को मापती है,26619_1.wav,6.204
433,2239,इसके बाद उन्होंनेनामक मासिक निकाला,26618_1.wav,4.54
434,2239,इसका नेतृत्व इंग्लैण्ड ने किया,26617_1.wav,3.9
435,2239,अधिकतर रूसी ईसाई लोग इसी सम्प्रदाय के सदस्य हैं,26616_1.wav,5.692
437,2239,पैर के नाखून ज़्यादा बड़े नहीं होते हैं,26614_1.wav,4.668
438,2239,इस संहिता में बौद्ध धर्म की विशेषता दिखाई देती है,26613_1.wav,6.716
439,2239,में उच्च सदन बड़े सफेद कक्ष में स्थानांतरित हो गया,26612_1.wav,6.46
440,2239,इन्होने वीं सदी ईसा पूर्व तक राज किया,26611_1.wav,5.82
442,2239,"प्रधानमन्त्री कार्यालय, भारत सरकार का एक भाग है",26609_1.wav,5.82
443,2239,वहाँ से खूब धन कमाकर वह पुनः इटली आया,26608_1.wav,5.692
444,2239,किशनगढ़ शैली राजस्थान की एक चित्र शैली है,26607_1.wav,5.82
445,2239,उसने इसे कई परिचय हेतु पत्र भी दिये,26606_1.wav,5.052
446,2239,झील के समीप असंख्य बल्ली आवासगृह हैं,26605_1.wav,5.948
447,2239,इसे भुट्टे की शक्ल में भी खाया जाता है,26604_1.wav,4.924
448,2239,कलकत्ते आदि बड़े बड़े नगरों में चपड़ा बनाया जाता है,26603_1.wav,6.332000000000002
449,2239,अच्छी स्मृति और एकाग्रता रखता है,26602_1.wav,4.924
450,2239,उसने एक नया इसाई सम्प्रदाय चलाया जोकहलाया,26601_1.wav,6.0760000000000005
451,2239,कोत दिव्वार क्षेत्रों और विभागों में विभक्त है,26600_1.wav,6.204
452,2239,इसमें लोगों का अपार सहयोग प्राप्त हुआ,26599_1.wav,5.436
453,2239,रोगी अपने साथ अपना पेसमेकर पहचान पत्र अवश्य रखें,26598_1.wav,6.972
454,2239,इन्होने रेशम मार्ग की भी स्थापना रखी,26597_1.wav,5.308
456,2239,यह शहर मध्यकाल के सात शहरों में सबसे पहला था,26595_2.wav,5.692
457,2239,औपनिवेशिक के बाद सफल अवधि बारोक है,26594_2.wav,5.82
458,2239,इस नदी पर बाँध के दशक मे बना था,26593_2.wav,4.796
459,2239,वह काफी समय तक यहां पर रहे थे,26386_2.wav,4.412
460,2239,में बीमारी के कारण गोर्की इलाज के लिये विदेश गए,26377_2.wav,5.948
461,2239,यह मुख्य रूप से दो प्रकार की होती है,25953_2.wav,4.668
462,2239,उसी कड़ी में नेपाल का अंतरिम संविधान बनाया गया,25952_1.wav,6.0760000000000005
463,2239,इसका पहला प्रसारण डीडी मेट्रो में हुआ,25951_1.wav,5.18
464,2239,"बांसडीहविधान सभा में आने वाले छेत्रसहतवार,रेवती,मनियर,",25947_2.wav,9.276
465,2239,जनवरी को इस जंग का आगाज हो गया,25945_2.wav,4.924
466,2239,यहाँ प्रातः बहुत से लोग योग अभ्यास भी करते हैं,25943_2.wav,6.972
469,2239,इससे बंदूक की गीली तथा छरें बनाए जाते हैं,25940_1.wav,6.587999999999999
470,2239,देश में बनी हिन्दी भाषा की फिल्म है,25938_1.wav,4.668
471,2239,यहां का ज्वालामुखी मई में फटा था,25936_2.wav,4.924
475,2239,इस मंदिर का निर्माण केम्पेगौड़ा ने करवाया था,25928_2.wav,5.308
478,2239,रासायनिक रूप से ये कार्बनिक यौगिक होते हैं,25921_2.wav,5.692
479,2239,यहाँ दीपावली के अगले दिन एक मेला लगता है,25906_1.wav,5.308
480,2239,व्यक्तिगत उपयोग के लिए जेलीफ़िश अक्वेरियम जोड़ना भी संभव है,25917_2.wav,6.716
481,2239,उन्होंने से तक मीडिया वाच का संपादन और प्रकाशन किया,25916_2.wav,7.612
482,2239,अब जेलीफ़िश अक्वेरियम और जीवित जेलीफ़िश ऑनलाइन खरीदना संभव है,25915_2.wav,7.996
483,2239,चयापचय नियमन के कई स्तर होते हैं,25913_2.wav,5.308
484,2239,इनके अलावा और भी अभिनेताओं पर विचार हुआ था,25912_2.wav,6.46
485,2239,"इस यज्ञ में , ईंटों के प्रयोग का विधान है",25911_2.wav,5.692
486,2239,ईश्वर का आदेश था,25910_2.wav,3.644
487,2239,वह बगीचा हरा भरा हो गया,25909_2.wav,4.1560000000000015
488,2239,ये उत्तर प्रदेश से हैं,25908_2.wav,4.412
489,2239,इसका वजन लगभग सौ पाउंड है,25907_2.wav,4.668
490,2239,समुद्र तट की लम्बाई हिन्द महासागर के सहारे कि॰मी॰ है,25905_2.wav,6.204
491,2239,शिमला जिले में स्थित यह निर्वाचन क्षेत्र अनारक्षित है,25702_2.wav,6.972
492,2239,आम्बेडकर विपुल प्रतिभा के छात्र थे,25701_2.wav,5.82
495,2239,यह में प्रकाशित हुई,25698_1.wav,4.1560000000000015
496,2239,स्थल की ओर पथरीली जमीन और बिखरे पर्वत मिलते है,25697_1.wav,6.332000000000002
497,2239,जो एक नई और अच्छी व्यवस्था थी,25696_1.wav,4.796
498,2239,शटल को स्थापित कर यान डिग्री मुड़कर वापस आ गया,25695_1.wav,5.948
499,2239,सभी दरवाजों के ऊपर खूबसूरत झरोखे लगे हुए हैं,25694_1.wav,6.587999999999999
500,2239,वह एक योग्य शासक थे,25693_1.wav,4.54
